suburb,col2,col3,col4,town_code
SILVERTON UIT 15,0184,184,M,PTA
SILVERTON UIT 2,0184,184,M,PTA
SILVERTON UIT 3,0184,184,M,PTA
SILVERTON UIT 4,0184,184,M,PTA
SILVERTON UIT 5,0184,184,M,PTA
SILVERTON UIT 6,0184,184,M,PTA
SILVERTON UIT 7,0184,184,M,PTA
SILVERTON UIT 8,0184,184,M,PTA
SILVERTON UIT 9,0184,184,M,PTA
SILVERTONDALE,0184,184,M,PTA
SILVERTONDALE EXT 1,0184,184,M,PTA
SILVERTONDALE EXT 2,0184,184,M,PTA
THE WILLOWS,0184,184,M,PTA
THE WILLOWS EXT 1,0184,184,M,PTA
THE WILLOWS EXT 13,0184,184,M,PTA
THE WILLOWS EXT 15,0184,184,M,PTA
THE WILLOWS EXT 17,0184,184,M,PTA
THE WILLOWS EXT 28,0184,184,M,PTA
THE WILLOWS EXT 5,0184,184,M,PTA
THE WILLOWS EXT 51,0184,184,M,PTA
THE WILLOWS EXT 9,0184,184,M,PTA
VAL DE GRACE,0184,184,M,PTA
VAL DE GRACE EXT 10,0184,184,M,PTA
VAL DE GRACE EXT 11,0184,184,M,PTA
VAL DE GRACE EXT 12,0184,184,M,PTA
VAL DE GRACE EXT 3,0184,184,M,PTA
VAL DE GRACE EXT 4,0184,184,M,PTA
VAL DE GRACE EXT 5,0184,184,M,PTA
VAL DE GRACE EXT 6,0184,184,M,PTA
VAL DE GRACE EXT 7,0184,184,M,PTA
VAL DE GRACE EXT 8,0184,184,M,PTA
VAL DE GRACE EXT 9,0184,184,M,PTA
VAL-DE-GRACE,0184,184,M,PTA
VAL-DE-GRACE EXT 4,0184,184,M,PTA
VAL-DE-GRACE EXT 5,0184,184,M,PTA
VAL-DE-GRACE EXT 6,0184,184,M,PTA
VAL-DE-GRACE UIT 4,0184,184,M,PTA
VAL-DE-GRACE UIT 5,0184,184,M,PTA
VAL-DE-GRACE UIT 6,0184,184,M,PTA
WALTLOO,0184,184,M,PTA
WALTLOO EXT 1,0184,184,M,PTA
WALTLOO EXT 2,0184,184,M,PTA
WEAVIND PARK,0184,184,M,PTA
WILLOW PARK,0184,184,M,PTA
WILLOW PARK MANOR,0184,184,M,PTA
WILLOW PARK MANOR EXT 1,0184,184,M,PTA
WILLOW PARK MANOR EXT 18,0184,184,M,PTA
WILLOW PARK MANOR EXT 2,0184,184,M,PTA
WILLOW PARK MANOR EXT 41,0184,184,M,PTA
WILLOW PARK MANOR EXT 42,0184,184,M,PTA
WILLOW PARK MANOR EXT 43,0184,184,M,PTA
WILLOW PARK MANOR EXT 44,0184,184,M,PTA
WILLOW PARK MANOR EXT 47,0184,184,M,PTA
WILLOW PARK MANOR EXT 48,0184,184,M,PTA
WILLOW PARK MANOR EXT 5,0184,184,M,PTA
WILLOW PARK MANOR EXT 50,0184,184,M,PTA
WILLOW PARK MANOR EXT 53,0184,184,M,PTA
WILLOW PARK MANOR EXT 58,0184,184,M,PTA
WILLOW PARK MANOR EXT 9,0184,184,M,PTA
WILLOWBRAE AH,0184,184,M,PTA
GLEN LAURISTON,0185,185,M,PTA
GLEN LAURISTON EXT 1,0185,185,M,PTA
GLEN LAURISTON EXT 2,0185,185,M,PTA
GLEN LAURISTON EXT 5,0185,185,M,PTA
GLEN LAURISTON EXT 6,0185,185,M,PTA
GLEN LAURISTON OUTLYING,0185,185,M,PTA
GLEN LAURISTON UIT 2,0185,185,M,PTA
VALHALLA,0185,185,M,PTA
BAVIAANSPOORT,0186,186,M,PTA
BAVIAANSPOORT PRISON,0186,186,M,PTA
BERGTUIN,0186,186,M,PTA
BON ACCORD,0186,186,M,PTA
CYTHIAVALE,0186,186,M,PTA
DERDEPARK,0186,186,M,PTA
DERDEPOORT,0186,186,M,PTA
DERDEPOORT PARK,0186,186,M,PTA
DERDEPOORT PARK EXT 2,0186,186,M,PTA
DERDEPOORT PARK EXT 3,0186,186,M,PTA
DERDEPOORTPARK,0186,186,M,PTA
DERDEPOORTPARK UIT 3,0186,186,M,PTA
DOORNPOORT,0186,186,M,PTA
DOORNPOORT EXT 1,0186,186,M,PTA
DOORNPOORT EXT 17,0186,186,M,PTA
DOORNPOORT EXT 2,0186,186,M,PTA
DOORNPOORT EXT 29,0186,186,M,PTA
DOORNPOORT EXT 30,0186,186,M,PTA
DOORNPOORT EXT 31,0186,186,M,PTA
DOORNPOORT EXT 32,0186,186,M,PTA
DOORNPOORT EXT 33,0186,186,M,PTA
DOORNPOORT EXT 34,0186,186,M,PTA
DOORNPOORT EXT 35,0186,186,M,PTA
DOORNPOORT EXT 38,0186,186,M,PTA
DOORNPOORT EXT 4,0186,186,M,PTA
DOORNPOORT EXT 40,0186,186,M,PTA
DOORNPOORT EXT 41,0186,186,M,PTA
DOORNPOORT EXT 42,0186,186,M,PTA
DOORNPOORT EXT 6,0186,186,M,PTA
DOORNPOORT UIT 1,0186,186,M,PTA
DOORNPOORT UIT 17,0186,186,M,PTA
DOORNPOORT UIT 2,0186,186,M,PTA
DOORNPOORT UIT 29,0186,186,M,PTA
DOORNPOORT UIT 30,0186,186,M,PTA
DOORNPOORT UIT 31,0186,186,M,PTA
DOORNPOORT UIT 32,0186,186,M,PTA
DOORNPOORT UIT 33,0186,186,M,PTA
DOORNPOORT UIT 34,0186,186,M,PTA
DOORNPOORT UIT 4,0186,186,M,PTA
DOORNPOORT UIT 40,0186,186,M,PTA
DOORNPOORT UIT 6,0186,186,M,PTA
EAST LYNNE,0186,186,M,PTA
EAST LYNNE EXT 1,0186,186,M,PTA
EAST LYNNE EXT 2,0186,186,M,PTA
EAST LYNNE EXT 5,0186,186,M,PTA
EAST LYNNE UIT 2,0186,186,M,PTA
EKKLESIA,0186,186,M,PTA
EKKLESIA EXT 1,0186,186,M,PTA
EKKLESIA EXT 2,0186,186,M,PTA
EKKLESIA EXT 3,0186,186,M,PTA
EKKLESIA EXT 5,0186,186,M,PTA
EKKLESIA UIT 1,0186,186,M,PTA
EKKLESIA UIT 3,0186,186,M,PTA
JAN NIEMAND PARK,0186,186,M,PTA
JAN NIEMANDPARK,0186,186,M,PTA
KILNER PARK,0186,186,M,PTA
KILNER PARK EXT 1,0186,186,M,PTA
KILNER PARK EXT 11,0186,186,M,PTA
KILNER PARK EXT 2,0186,186,M,PTA
KILNER PARK UIT 1,0186,186,M,PTA
KILNER PARK UIT 11,0186,186,M,PTA
KILNER PARK UIT 2,0186,186,M,PTA
KOEDOESPOORT,0186,186,M,PTA
KOEDOESPOORT INDUSTRIAL AREA,0186,186,M,PTA
LEEUWFONTEIN,0186,186,M,PTA
LINDO PARK,0186,186,M,PTA
LINDO PARK EAST,0186,186,M,PTA
LINDO PARK EXT 1,0186,186,M,PTA
LINDO PARK EXT 3,0186,186,M,PTA
LINDO PARK-OOS,0186,186,M,PTA
LINDOPARK UIT 1,0186,186,M,PTA
LYNN EAST,0186,186,M,PTA
LYNN-OOS,0186,186,M,PTA
MONTANA AH,0186,186,M,PTA
MONTANA AH EXT 2,0186,186,M,PTA
MONTANA AH UIT 2,0186,186,M,PTA
MOREGLOED,0186,186,M,PTA
NINAPARK EXT 36,0186,186,M,PTA
NINAPARK UIT 36,0186,186,M,PTA
ONDERSTEPOORT,0186,186,M,PTA
ONDERSTEPOORT SH,0186,186,M,PTA
QUEENSWOOD,0186,186,M,PTA
QUEENSWOOD EXT 1,0186,186,M,PTA
QUEENSWOOD EXT 10,0186,186,M,PTA
QUEENSWOOD EXT 11,0186,186,M,PTA
QUEENSWOOD EXT 2,0186,186,M,PTA
QUEENSWOOD EXT 3,0186,186,M,PTA
QUEENSWOOD EXT 4,0186,186,M,PTA
QUEENSWOOD EXT 5,0186,186,M,PTA
QUEENSWOOD EXT 9,0186,186,M,PTA
QUEENSWOOD UIT 11,0186,186,M,PTA
QUEENSWOOD UIT 2,0186,186,M,PTA
QUEENSWOOD UIT 4,0186,186,M,PTA
RIVERSIDE,0186,186,M,PTA
TOTIUSDAL,0186,186,M,PTA
VILLERIA,0186,186,M,PTA
VILLIERIA,0186,186,M,PTA
WAVERLEY,0186,186,M,PTA
WAVERLEY EXT 1,0186,186,M,PTA
WOLMER EXT 1,0186,186,M,PTA
BLUE VALLEY GOLF AND RESIDENTIAL ESTATE,0187,187,M,PTA
BLUE VALLEY GOLF ESTATE,0187,187,M,PTA
GENERAAL KEMP HEUWEL,0187,187,M,PTA
GENERAL KEMP HEUWEL,0187,187,M,PTA
OLIEVENHOUTBOS EXT 13,0187,187,M,PTA
OLIEVENHOUTBOS EXT 20,0187,187,M,PTA
OLIEVENHOUTBOS EXT 25,0187,187,M,PTA
OLIEVENHOUTBOSCH,0187,187,M,PTA
OLIEVENHOUTBOSCH EXT 13,0187,187,M,PTA
OLIEVENHOUTBOSCH EXT 20,0187,187,M,PTA
OLIEVENHOUTBOSCH EXT 24,0187,187,M,PTA
OLIEVENHOUTBOSCH EXT 25,0187,187,M,PTA
OLIEVENHOUTBOSCH EXT 26,0187,187,M,PTA
OLIEVENHOUTBOSCH EXT 36,0187,187,M,PTA
OLIEVENHOUTBOSCH UIT 13,0187,187,M,PTA
OLIEVENHOUTBOSCH UIT 20,0187,187,M,PTA
OLIEVENHOUTBOSCH UIT 24,0187,187,M,PTA
OLIEVENHOUTBOSCH UIT 25,0187,187,M,PTA
OLIEVENHOUTBOSCH UIT 26,0187,187,M,PTA
OLIEVENHOUTBOSCH UIT 36,0187,187,M,PTA
RADIO UITKYK,0187,187,M,PTA
THABA TSHWANE,0187,187,M,PTA
THABA-TSHWANE,0187,187,M,PTA
VOORTREKKERHOOGTE,0187,187,M,PTA
DORANDIA,0188,188,M,PTA
JERICHO,0189,189,R,MBP
MABOPANE,0189,189,R,MBP
BEIRUT,0190,190,R,MBP
ITSOSENG,0190,190,R,MBP
ITUMELENG,0190,190,R,MBP
KAMEELFONTEIN,0190,190,R,MBP
KLIPGAT,0190,190,R,MBP
KLIPPAN,0190,190,R,MBP
KOPANONG,0190,190,R,MBP
KOPANONG EXT 1,0190,190,R,MBP
LEBANON,0190,190,R,MBP
MABOPANE,0190,190,R,MBP
MABOPANE B,0190,190,R,MBP
MABOPANE BLOCK A,0190,190,R,MBP
MABOPANE BLOCK B,0190,190,R,MBP
MABOPANE BLOCK C,0190,190,R,MBP
MABOPANE BLOCK E,0190,190,R,MBP
MABOPANE BLOCK M,0190,190,R,MBP
MABOPANE BLOCK M EXT 2,0190,190,R,MBP
MABOPANE BLOCK S,0190,190,R,MBP
MABOPANE BLOCK U,0190,190,R,MBP
MABOPANE BLOCK UX,0190,190,R,MBP
MABOPANE BLOCK V,0190,190,R,MBP
MABOPANE BLOCK X,0190,190,R,MBP
MABOPANE BLOCK X EXT,0190,190,R,MBP
MABOPANE BLOK A,0190,190,R,MBP
MABOPANE BLOK B,0190,190,R,MBP
MABOPANE BLOK C,0190,190,R,MBP
MABOPANE BLOK E,0190,190,R,MBP
MABOPANE BLOK M,0190,190,R,MBP
MABOPANE BLOK M UIT 2,0190,190,R,MBP
MABOPANE BLOK S,0190,190,R,MBP
MABOPANE BLOK U,0190,190,R,MBP
MABOPANE BLOK UX,0190,190,R,MBP
MABOPANE BLOK V,0190,190,R,MBP
MABOPANE BLOK X,0190,190,R,MBP
MABOPANE BLOK X UIT,0190,190,R,MBP
MABOPANE C,0190,190,R,MBP
MABOPANE CV,0190,190,R,MBP
MABOPANE D,0190,190,R,MBP
MABOPANE E,0190,190,R,MBP
MABOPANE EENHEID M,0190,190,R,MBP
MABOPANE EENHEID X UIT,0190,190,R,MBP
MABOPANE EW,0190,190,R,MBP
MABOPANE EXT,0190,190,R,MBP
MABOPANE EXT 1,0190,190,R,MBP
MABOPANE EXT U,0190,190,R,MBP
MABOPANE M,0190,190,R,MBP
MABOPANE M EXT 2,0190,190,R,MBP
MABOPANE M EXT 3,0190,190,R,MBP
MABOPANE N,0190,190,R,MBP
MABOPANE NU,0190,190,R,MBP
MABOPANE PART 19 SP,0190,190,R,MBP
MABOPANE R,0190,190,R,MBP
MABOPANE R EXT 1,0190,190,R,MBP
MABOPANE S,0190,190,R,MBP
MABOPANE U,0190,190,R,MBP
MABOPANE U EXT 1,0190,190,R,MBP
MABOPANE UIT,0190,190,R,MBP
MABOPANE UIT 1,0190,190,R,MBP
MABOPANE UIT U,0190,190,R,MBP
MABOPANE UNIT E,0190,190,R,MBP
MABOPANE UNIT M,0190,190,R,MBP
MABOPANE UNIT X EXT,0190,190,R,MBP
MABOPANE V,0190,190,R,MBP
MABOPANE X,0190,190,R,MBP
MOILETSWANE,0190,190,R,MBP
MORULA,0190,190,R,MBP
MORULA VIEW,0190,190,R,MBP
MORULA VIEW EXT 6,0190,190,R,MBP
MORULA VIEW PHASE 3,0190,190,R,MBP
MORULA VIEW PHASE 5,0190,190,R,MBP
MORULASIG,0190,190,R,MBP
MORULASIG FASE 3,0190,190,R,MBP
MORULASIG FASE 5,0190,190,R,MBP
MORULASIG UIT 6,0190,190,R,MBP
ODINBURG,0190,190,R,MBP
ODINBURG GARDENS,0190,190,R,MBP
SUN VALLEY,0190,190,R,MBP
TSEBE,0190,190,R,MBP
WINTERVELDT,0190,190,R,MBP
WINTERVELDT EXT 1,0190,190,R,MBP
WINTERVELDT EXT 2,0190,190,R,MBP
WINTERVELDT EXT 3,0190,190,R,MBP
WINTERVELDT WARD 11,0190,190,R,MBP
WINTERVELDT WARD 12,0190,190,R,MBP
WINTERVELDT WARD 13,0190,190,R,MBP
WINTERVELDT WARD 2,0190,190,R,MBP
WINTERVELDT WARD 3,0190,190,R,MBP
WINTERVELDT WARD 4,0190,190,R,MBP
WINTERVELDT WARD 5,0190,190,R,MBP
WINTERVELDT WARD 6,0190,190,R,MBP
WINTERVELDT WARD 7,0190,190,R,MBP
WINTERVELDT WARD 8,0190,190,R,MBP
WINTERVELDT WARD 9,0190,190,R,MBP
FAFUNG,0191,191,R,MBP
MABOPANE BLOCK CV,0191,191,R,MBP
MABOPANE BLOK CV,0191,191,R,MBP
MADIDI,0192,192,R,MBP
MADIDI BLOCK A,0192,192,R,MBP
MADIDI BLOCK E,0192,192,R,MBP
MADIDI BLOK A,0192,192,R,MBP
MADIDI BLOK E,0192,192,R,MBP
HEBRON,0193,193,R,MBP
MATSHELAPATA SECTION,0193,193,R,MBP
MATSHELAPATA SEKSIE,0193,193,R,MBP
MMAKAU,0194,194,R,MBP
RAMOKOKASTAD,0195,195,O,MWS
MABOPANE BLOCK A,0196,196,M,PTA
MABOPANE BLOCK CV,0196,196,M,PTA
MABOPANE BLOK A,0196,196,M,PTA
MABOPANE BLOK CV,0196,196,M,PTA
MORULA,0196,196,M,PTA
MORULA VIEW PHASE 3,0196,196,M,PTA
MORULA VIEW PHASE 5,0196,196,M,PTA
MORULASIG FASE 3,0196,196,M,PTA
MORULASIG FASE 5,0196,196,M,PTA
MABOLOKA,0197,197,R,MBP
MABOLOKO,0197,197,R,MBP
WINTERVELD,0198,198,R,MBP
WINTERVELDT,0198,198,R,MBP
CENTRAL CITY,0199,199,R,MBP
SENTRAALSTAD,0199,199,R,MBP
ERASMUS VILLAGE,0200,200,S,AKA
HAAKDOORNBOOM,0200,200,S,AKA
HEBRON EAST,0200,200,S,AKA
HEBRON-OOS,0200,200,S,AKA
KLERKSOORD,0200,200,S,AKA
KLERKSOORD EXT 19,0200,200,S,AKA
KLERKSOORD EXT 20,0200,200,S,AKA
KRUISFONTEIN,0200,200,S,AKA
ONDERSTEPOORT NATURE RESERVE,0200,200,S,AKA
ROSSLYN,0200,200,S,AKA
ROSSLYN EXT 1,0200,200,S,AKA
ROSSLYN EXT 11,0200,200,S,AKA
ROSSLYN EXT 15,0200,200,S,AKA
ROSSLYN EXT 16,0200,200,S,AKA
ROSSLYN EXT 17,0200,200,S,AKA
ROSSLYN EXT 18,0200,200,S,AKA
ROSSLYN EXT 19,0200,200,S,AKA
ROSSLYN EXT 2,0200,200,S,AKA
ROSSLYN EXT 20,0200,200,S,AKA
ROSSLYN OOS,0200,200,S,AKA
ROSSLYN OOS EXT 1,0200,200,S,AKA
ROSSLYN OOS EXT 2,0200,200,S,AKA
ROSSLYN PROPER,0200,200,S,AKA
ROSSLYN UIT 1,0200,200,S,AKA
ROSSLYN UIT 16,0200,200,S,AKA
ROSSLYN UIT 19,0200,200,S,AKA
THE ORCHARDS EXT 10,0200,200,S,AKA
THE ORCHARDS EXT 11,0200,200,S,AKA
THE ORCHARDS EXT 13,0200,200,S,AKA
THE ORCHARDS EXT 16,0200,200,S,AKA
THE ORCHARDS EXT 17,0200,200,S,AKA
THE ORCHARDS EXT 2,0200,200,S,AKA
THE ORCHARDS EXT 3,0200,200,S,AKA
THE ORCHARDS EXT 33,0200,200,S,AKA
THE ORCHARDS EXT 5,0200,200,S,AKA
THE ORCHARDS EXT 6,0200,200,S,AKA
THE ORCHARDS EXT 9,0200,200,S,AKA
THE ORCHARDS UIT 10,0200,200,S,AKA
THE ORCHARDS UIT 11,0200,200,S,AKA
THE ORCHARDS UIT 13,0200,200,S,AKA
THE ORCHARDS UIT 16,0200,200,S,AKA
THE ORCHARDS UIT 17,0200,200,S,AKA
THE ORCHARDS UIT 2,0200,200,S,AKA
THE ORCHARDS UIT 3,0200,200,S,AKA
THE ORCHARDS UIT 33,0200,200,S,AKA
THE ORCHARDS UIT 5,0200,200,S,AKA
THE ORCHARDS UIT 6,0200,200,S,AKA
THE ORCHARDS UIT 9,0200,200,S,AKA
BOORDFONTEIN,0201,201,M,PTA
BOORDFONTEIN EAST,0201,201,M,PTA
BOORDFONTEIN EXT 13,0201,201,M,PTA
BOORDFONTEIN UIT 13,0201,201,M,PTA
BOORDFONTEIN WEST,0201,201,M,PTA
BOORDFONTEIN-OOS,0201,201,M,PTA
BOORDFONTEIN-WES,0201,201,M,PTA
CHANTELLE,0201,201,M,PTA
CHANTELLE EXT 14,0201,201,M,PTA
CHANTELLE EXT 2,0201,201,M,PTA
CHANTELLE EXT 3,0201,201,M,PTA
CHANTELLE EXT 6,0201,201,M,PTA
CHANTELLE UIT 14,0201,201,M,PTA
CHANTELLE UIT 2,0201,201,M,PTA
CHANTELLE UIT 3,0201,201,M,PTA
CHANTELLE UIT 6,0201,201,M,PTA
HESTIAPARK,0201,201,M,PTA
HESTIAPARK EXT 1,0201,201,M,PTA
HESTIAPARK EXT 4,0201,201,M,PTA
HESTIAPARK EXT 5,0201,201,M,PTA
HESTIAPARK UIT 1,0201,201,M,PTA
HESTIAPARK UIT 4,0201,201,M,PTA
HESTIAPARK UIT 5,0201,201,M,PTA
THE ORCHARDS,0201,201,M,PTA
THE ORCHARDS EXT 24,0201,201,M,PTA
THE ORCHARDS EXT 31,0201,201,M,PTA
THE ORCHARDS UIT 24,0201,201,M,PTA
THE ORCHARDS UIT 31,0201,201,M,PTA
RUSTENBURG,0202,202,R,RTR
YA-RONA,0202,202,R,RTR
MOILETSWANE,0203,203,R,MBP
KLIPGAT,0204,204,M,PTA
MEDUNSA,0204,204,M,PTA
OSKRAAL,0204,204,M,PTA
ODINBURG,0205,205,R,MBP
KELEBOGILE,0206,206,R,GKA
MMAKAUNYANE,0207,207,R,MBP
GA-RANKUWA,0208,208,R,GKA
GA-RANKUWA EENHEID 17,0208,208,R,GKA
GA-RANKUWA EENHEID 8,0208,208,R,GKA
GA-RANKUWA EENHEID 9,0208,208,R,GKA
GA-RANKUWA EXT,0208,208,R,GKA
GA-RANKUWA INDUSTRIAL,0208,208,R,GKA
GA-RANKUWA NORTH,0208,208,R,GKA
GA-RANKUWA NU,0208,208,R,GKA
GA-RANKUWA PART 4 SP,0208,208,R,GKA
GA-RANKUWA SONE 1,0208,208,R,GKA
GA-RANKUWA SONE 16,0208,208,R,GKA
GA-RANKUWA SONE 2,0208,208,R,GKA
GA-RANKUWA SONE 3,0208,208,R,GKA
GA-RANKUWA SONE 4,0208,208,R,GKA
GA-RANKUWA SONE 5,0208,208,R,GKA
GA-RANKUWA SONE 6,0208,208,R,GKA
GA-RANKUWA SONE 7,0208,208,R,GKA
GA-RANKUWA SONE 9,0208,208,R,GKA
GA-RANKUWA UIT,0208,208,R,GKA
GA-RANKUWA UNIT 10,0208,208,R,GKA
GA-RANKUWA UNIT 15,0208,208,R,GKA
GA-RANKUWA UNIT 16,0208,208,R,GKA
GA-RANKUWA UNIT 17,0208,208,R,GKA
GA-RANKUWA UNIT 2,0208,208,R,GKA
GA-RANKUWA UNIT 20,0208,208,R,GKA
GA-RANKUWA UNIT 21,0208,208,R,GKA
GA-RANKUWA UNIT 22,0208,208,R,GKA
GA-RANKUWA UNIT 23,0208,208,R,GKA
GA-RANKUWA UNIT 24,0208,208,R,GKA
GA-RANKUWA UNIT 25,0208,208,R,GKA
GA-RANKUWA UNIT 3,0208,208,R,GKA
GA-RANKUWA UNIT 4,0208,208,R,GKA
GA-RANKUWA UNIT 5,0208,208,R,GKA
GA-RANKUWA UNIT 6,0208,208,R,GKA
GA-RANKUWA UNIT 7,0208,208,R,GKA
GA-RANKUWA UNIT 8,0208,208,R,GKA
GA-RANKUWA UNIT 9,0208,208,R,GKA
GA-RANKUWA VIEW,0208,208,R,GKA
GA-RANKUWA VIEW EXT 1,0208,208,R,GKA
GA-RANKUWA ZONE 1,0208,208,R,GKA
GA-RANKUWA ZONE 16,0208,208,R,GKA
GA-RANKUWA ZONE 2,0208,208,R,GKA
GA-RANKUWA ZONE 3,0208,208,R,GKA
GA-RANKUWA ZONE 4,0208,208,R,GKA
GA-RANKUWA ZONE 5,0208,208,R,GKA
GA-RANKUWA ZONE 6,0208,208,R,GKA
GA-RANKUWA ZONE 7,0208,208,R,GKA
GA-RANKUWA ZONE 9,0208,208,R,GKA
GA-RANKUWA-NOORD,0208,208,R,GKA
KELEBOGILE,0208,208,R,GKA
KGABALATSANE,0208,208,R,GKA
KGABALTSANE,0208,208,R,GKA
MMAKAU,0208,208,R,GKA
RAMOGODI,0208,208,R,GKA
GA-RANKUWA NORTH,0209,209,R,GKA
GA-RANKUWA SONE 5,0209,209,R,GKA
GA-RANKUWA ZONE 5,0209,209,R,GKA
GA-RANKUWA-NOORD,0209,209,R,GKA
BRITS,0210,210,R,BTR
LEGONYANE,0210,210,R,BTR
PHASH-MALOKA,0211,211,R,MBP
MSIZA SECTION,0212,212,R,MBP
GA-TSEBE,0213,213,R,MBP
GA-SHEBAMBO,0214,214,R,MBP
KROMKUIL,0215,215,R,MBP
HARTBEESPOORT,0216,216,S,HBP
HARTBEESPOORT DAM NATURE RESERVE,0216,216,S,HBP
HARTBEESPOORT OUTLYING,0216,216,S,HBP
HARTEBEESFONTEIN SP,0216,216,S,HBP
MEERHOF,0216,216,S,HBP
MELODIE,0216,216,S,HBP
MELODIE EXT 28,0216,216,S,HBP
MELODIE UIT 28,0216,216,S,HBP
PECANWOOD ESTATE,0216,216,S,HBP
SCHOEMANSVILLE,0216,216,S,HBP
LETLHAKANENG,0217,217,R,BTR
SJAMBOKZYNOUDEKRAAL,0218,218,R,MBP
SHAKUNG,0219,219,R,MBP
SEPHAI,0220,220,R,BTR
GA-RANKUWA,0221,221,R,GKA
GA-RANKUWA EENHEID 17,0221,221,R,GKA
GA-RANKUWA EENHEID 8,0221,221,R,GKA
GA-RANKUWA EENHEID 9,0221,221,R,GKA
GA-RANKUWA EXT 23,0221,221,R,GKA
GA-RANKUWA UIT 23,0221,221,R,GKA
GA-RANKUWA UNIT 17,0221,221,R,GKA
GA-RANKUWA UNIT 8,0221,221,R,GKA
GA-RANKUWA UNIT 9,0221,221,R,GKA
GA-RANKUWA EXT 23,0228,228,R,GKA
GA-RANKUWA UIT 23,0228,228,R,GKA
SKEERPOORT,0232,232,O,SKP
BROEDERSTROOM,0240,240,R,BTR
BRITS,0250,250,R,BTR
BRITS EXT,0250,250,R,BTR
BRITS EXT 10,0250,250,R,BTR
BRITS EXT 11,0250,250,R,BTR
BRITS EXT 17,0250,250,R,BTR
BRITS EXT 18,0250,250,R,BTR
BRITS EXT 19,0250,250,R,BTR
BRITS EXT 20,0250,250,R,BTR
BRITS EXT 22,0250,250,R,BTR
BRITS EXT 8,0250,250,R,BTR
BRITS EXT 9,0250,250,R,BTR
BRITS INDUSTRIAL,0250,250,R,BTR
BRITS INDUSTRIEEL,0250,250,R,BTR
BRITS UIT,0250,250,R,BTR
BRITS UIT 10,0250,250,R,BTR
BRITS UIT 11,0250,250,R,BTR
BRITS UIT 17,0250,250,R,BTR
BRITS UIT 18,0250,250,R,BTR
BRITS UIT 19,0250,250,R,BTR
BRITS UIT 20,0250,250,R,BTR
BRITS UIT 22,0250,250,R,BTR
BRITS UIT 8,0250,250,R,BTR
BRITS UIT 9,0250,250,R,BTR
ELANDSRAND,0250,250,R,BTR
HARTEBEESFONTEIN,0250,250,R,BTR
LETHAKANENE,0250,250,R,BTR
OUKASIE,0250,250,R,BTR
PRIMINDIA,0250,250,R,BTR
DE WILDT,0251,251,R,BTR
VISSERHOEK,0251,251,R,BTR
REDDINGSHOOP,0252,252,O,PAD
RASHOOP,0253,253,R,BTR
BEESTEKRAAL,0255,255,O,BEE
DE KROON,0257,257,R,BTR
SONOP,0258,258,R,SON
VORENTOE,0259,259,R,BTR
IFAFI,0260,260,R,BTR
KOSMOS,0261,261,R,BTR
LETHABONG,0263,263,R,BTR
LETHLABILE,0264,264,R,BTR
LETHLABILE B,0264,264,R,BTR
LETHLABILE B EXT 1,0264,264,R,BTR
LETHLABILE B EXT 2,0264,264,R,BTR
LETHLABILE C,0264,264,R,BTR
LETHLABILE D,0264,264,R,BTR
LETHLABILE F,0264,264,R,BTR
LETHLABILE G,0264,264,R,BTR
LETLHABILE,0264,264,R,BTR
LETLHABILE BLOCK A,0264,264,R,BTR
LETLHABILE BLOCK B,0264,264,R,BTR
LETLHABILE BLOCK C,0264,264,R,BTR
LETLHABILE BLOCK E,0264,264,R,BTR
LETLHABILE BLOCK F,0264,264,R,BTR
LETLHABILE BLOK A,0264,264,R,BTR
LETLHABILE BLOK B,0264,264,R,BTR
LETLHABILE BLOK C,0264,264,R,BTR
LETLHABILE BLOK E,0264,264,R,BTR
LETLHABILE BLOK F,0264,264,R,BTR
LETLHABILE EXT 2,0264,264,R,BTR
LETLHABILE SECTION,0264,264,R,BTR
LETLHABILE SEKSIE,0264,264,R,BTR
LETLHABILE SONE 6,0264,264,R,BTR
LETLHABILE SONE 7,0264,264,R,BTR
LETLHABILE UIT 2,0264,264,R,BTR
LETLHABILE ZONE 6,0264,264,R,BTR
LETLHABILE ZONE 7,0264,264,R,BTR
RAMOGAODI,0264,264,R,BTR
MAMOGALESKRAAL,0265,265,R,BTR
MAMOGALIESKRAAL,0265,265,R,BTR
RABOKALA,0266,266,R,BTR
ATLANTA,0267,267,O,ATL
LETLHABILE BLOCK A,0267,267,O,ATL
LETLHABILE BLOK A,0267,267,O,ATL
MOTHOTLUNG,0268,268,R,BTR
BAPONG,0269,269,R,BTR
MAJAKANENG,0269,269,R,BTR
NEWTOWN SECTION,0269,269,R,BTR
BETHANIE,0270,270,R,BTR
MOSEJE SECTION,0270,270,R,BTR
MOSEJE SEKSIE,0270,270,R,BTR
BARASEBA,0271,271,R,BTR
MAKOLOKOE,0273,273,R,BTR
MODDERSPRUIT,0274,274,R,BTR
MODIKWE,0275,275,R,BTR
SEGWAELANE,0276,276,R,BTR
GA-RASAI,0277,277,R,BTR
PLATINUM MALL,0278,278,R,BTR
XANADU,0279,279,M,JNB
XANADU CROSSING,0279,279,M,JNB
XANADU KRUISING,0279,279,M,JNB
DAMDORYN,0280,280,R,RTR
BUFFELSPOORT,0284,284,O,MAK
MARIKANA,0284,284,O,MAK
MARIKANA OUTLYING,0284,284,O,MAK
PLATINUM MINE,0284,284,O,MAK
MAUMONG,0285,285,O,MAK
