suburb,col2,col3,col4,town_code
BROADACRES EXT 30,2021,2021,S,RDB
BROADACRES EXT 5,2021,2021,S,RDB
BROADACRES EXT 7,2021,2021,S,RDB
BROADACRES EXT 8,2021,2021,S,RDB
BROADACRES EXT 9,2021,2021,S,RDB
BROADACRES PARK EXT 1,2021,2021,S,RDB
BROADACRES PARK EXT 10,2021,2021,S,RDB
BRYANSTON,2021,2021,S,RDB
BRYANSTON EXT 12,2021,2021,S,RDB
BRYANSTON EXT 13,2021,2021,S,RDB
BRYANSTON EXT 2,2021,2021,S,RDB
BRYANSTON EXT 4,2021,2021,S,RDB
BRYANSTON EXT 50,2021,2021,S,RDB
BRYANSTON EXT 7,2021,2021,S,RDB
BRYANSTON UIT 12,2021,2021,S,RDB
BRYANSTON UIT 13,2021,2021,S,RDB
BRYANSTON UIT 2,2021,2021,S,RDB
BRYANSTON UIT 4,2021,2021,S,RDB
BRYANSTON UIT 50,2021,2021,S,RDB
BRYANSTON UIT 7,2021,2021,S,RDB
CRAIGAVON,2021,2021,S,RDB
DOUGLASDALE,2021,2021,S,RDB
DOUGLASDALE EXT,2021,2021,S,RDB
DOUGLASDALE UIT,2021,2021,S,RDB
GLEN NERINE,2021,2021,S,RDB
HURLINGHAM MANOR,2021,2021,S,RDB
KENGIES EXT 9,2021,2021,S,RDB
LEAHOLM,2021,2021,S,RDB
MERROW DOWN,2021,2021,S,RDB
ORNIHAVEN,2021,2021,S,RDB
PALMLANDS,2021,2021,S,RDB
PINE SLOPES,2021,2021,S,RDB
ROOSPARK,2021,2021,S,RDB
SALSFRED,2021,2021,S,RDB
WINSTON,2021,2021,S,RDB
CLEVELAND,2022,2022,M,JNB
EXCOM,2023,2023,M,JNB
CRAIGHALL,2024,2024,M,JNB
CRAIGHALL PARK,2024,2024,M,JNB
HYDE PARK,2024,2024,M,JNB
CHINA MALL,2025,2025,M,JNB
CHINA WINKELSENTRUM,2025,2025,M,JNB
CROWN MINES,2025,2025,M,JNB
BRUMA,2026,2026,M,JNB
DOORNFONTEIN,2028,2028,M,JNB
NEW DOORNFONTEIN,2028,2028,M,JNB
EMMARENTIA,2029,2029,M,JNB
FAIRLAND,2030,2030,M,JNB
ATHOLL EXT 10,2031,2031,M,JNB
ATHOLL EXT 11,2031,2031,M,JNB
ATHOLL EXT 12,2031,2031,M,JNB
ATHOLL EXT 15,2031,2031,M,JNB
ATHOLL EXT 17,2031,2031,M,JNB
ATHOLL EXT 18,2031,2031,M,JNB
ATHOLL EXT 2,2031,2031,M,JNB
ATHOLL EXT 20,2031,2031,M,JNB
ATHOLL EXT 23,2031,2031,M,JNB
ATHOLL EXT 24,2031,2031,M,JNB
ATHOLL EXT 34,2031,2031,M,JNB
ATHOLL EXT 36,2031,2031,M,JNB
ATHOLL EXT 5,2031,2031,M,JNB
ATHOLL EXT 6,2031,2031,M,JNB
ATHOLL EXT 9,2031,2031,M,JNB
ATHOLL UIT 10,2031,2031,M,JNB
ATHOLL UIT 11,2031,2031,M,JNB
ATHOLL UIT 12,2031,2031,M,JNB
ATHOLL UIT 15,2031,2031,M,JNB
ATHOLL UIT 17,2031,2031,M,JNB
ATHOLL UIT 18,2031,2031,M,JNB
ATHOLL UIT 2,2031,2031,M,JNB
ATHOLL UIT 20,2031,2031,M,JNB
ATHOLL UIT 23,2031,2031,M,JNB
ATHOLL UIT 24,2031,2031,M,JNB
ATHOLL UIT 34,2031,2031,M,JNB
ATHOLL UIT 36,2031,2031,M,JNB
ATHOLL UIT 5,2031,2031,M,JNB
ATHOLL UIT 6,2031,2031,M,JNB
ATHOLL UIT 9,2031,2031,M,JNB
SANDOWN,2031,2031,M,JNB
SANDOWN EXT 10,2031,2031,M,JNB
SANDOWN EXT 15,2031,2031,M,JNB
SANDOWN EXT 17,2031,2031,M,JNB
SANDOWN EXT 18,2031,2031,M,JNB
SANDOWN EXT 2,2031,2031,M,JNB
SANDOWN EXT 20,2031,2031,M,JNB
SANDOWN EXT 23,2031,2031,M,JNB
SANDOWN EXT 24,2031,2031,M,JNB
SANDOWN EXT 34,2031,2031,M,JNB
SANDOWN EXT 36,2031,2031,M,JNB
SANDOWN EXT 4,2031,2031,M,JNB
SANDOWN EXT 5,2031,2031,M,JNB
SANDOWN EXT 6,2031,2031,M,JNB
SANDOWN EXT 7,2031,2031,M,JNB
SANDOWN EXT 9,2031,2031,M,JNB
SANDOWN UIT 10,2031,2031,M,JNB
SANDOWN UIT 15,2031,2031,M,JNB
SANDOWN UIT 17,2031,2031,M,JNB
SANDOWN UIT 18,2031,2031,M,JNB
SANDOWN UIT 2,2031,2031,M,JNB
SANDOWN UIT 20,2031,2031,M,JNB
SANDOWN UIT 23,2031,2031,M,JNB
SANDOWN UIT 24,2031,2031,M,JNB
SANDOWN UIT 34,2031,2031,M,JNB
SANDOWN UIT 36,2031,2031,M,JNB
SANDOWN UIT 4,2031,2031,M,JNB
SANDOWN UIT 5,2031,2031,M,JNB
SANDOWN UIT 6,2031,2031,M,JNB
SANDOWN UIT 7,2031,2031,M,JNB
SANDOWN UIT 9,2031,2031,M,JNB
SIMBA,2031,2031,M,JNB
STRATHAVON,2031,2031,M,JNB
STRATHAVON EXT 1,2031,2031,M,JNB
STRATHAVON EXT 10,2031,2031,M,JNB
STRATHAVON EXT 11,2031,2031,M,JNB
STRATHAVON EXT 13,2031,2031,M,JNB
STRATHAVON EXT 14,2031,2031,M,JNB
STRATHAVON EXT 17,2031,2031,M,JNB
STRATHAVON EXT 18,2031,2031,M,JNB
STRATHAVON EXT 2,2031,2031,M,JNB
STRATHAVON EXT 22,2031,2031,M,JNB
STRATHAVON EXT 23,2031,2031,M,JNB
STRATHAVON EXT 25,2031,2031,M,JNB
STRATHAVON EXT 28,2031,2031,M,JNB
STRATHAVON EXT 29,2031,2031,M,JNB
STRATHAVON EXT 3,2031,2031,M,JNB
STRATHAVON EXT 38,2031,2031,M,JNB
STRATHAVON EXT 4,2031,2031,M,JNB
STRATHAVON EXT 5,2031,2031,M,JNB
STRATHAVON EXT 6,2031,2031,M,JNB
STRATHAVON EXT 8,2031,2031,M,JNB
STRATHAVON UIT 1,2031,2031,M,JNB
STRATHAVON UIT 10,2031,2031,M,JNB
STRATHAVON UIT 11,2031,2031,M,JNB
STRATHAVON UIT 13,2031,2031,M,JNB
STRATHAVON UIT 14,2031,2031,M,JNB
STRATHAVON UIT 17,2031,2031,M,JNB
STRATHAVON UIT 18,2031,2031,M,JNB
STRATHAVON UIT 2,2031,2031,M,JNB
STRATHAVON UIT 22,2031,2031,M,JNB
STRATHAVON UIT 23,2031,2031,M,JNB
STRATHAVON UIT 25,2031,2031,M,JNB
STRATHAVON UIT 28,2031,2031,M,JNB
STRATHAVON UIT 29,2031,2031,M,JNB
STRATHAVON UIT 3,2031,2031,M,JNB
STRATHAVON UIT 38,2031,2031,M,JNB
STRATHAVON UIT 4,2031,2031,M,JNB
STRATHAVON UIT 5,2031,2031,M,JNB
STRATHAVON UIT 6,2031,2031,M,JNB
STRATHAVON UIT 8,2031,2031,M,JNB
FONTAINEBLEAU,2032,2032,S,RDB
FORDSBURG,2033,2033,M,JNB
GREENSIDE,2034,2034,M,JNB
GREYMONT,2035,2035,M,JNB
HELLING,2036,2036,M,JNB
HIGHLANDS NORTH,2037,2037,M,JNB
HIGHLANDS-NOORD,2037,2037,M,JNB
HILLBROW,2038,2038,M,JNB
EAGLES LANDING,2040,2040,M,JNB
HONEY DEW,2040,2040,M,JNB
HONEY PARK EXT 10,2040,2040,M,JNB
HONEYDEW,2040,2040,M,JNB
HONEYDEW EXT 7,2040,2040,M,JNB
HONEYDEW UIT 7,2040,2040,M,JNB
HONEYPARK UIT 10,2040,2040,M,JNB
MOSTYN PARK,2040,2040,M,JNB
PANORAMA,2040,2040,M,JNB
POORTVIEW,2040,2040,M,JNB
TRES JOLIE,2040,2040,M,JNB
HOUGHTON,2041,2041,M,JNB
INDUSTRIA,2042,2042,M,JNB
BELGRAVIA,2043,2043,M,JNB
JEPPESTOWN,2043,2043,M,JNB
JOUBERTPARK,2044,2044,M,JNB
JULES STREET,2046,2046,M,JNB
GARDEN VIEW,2047,2047,M,JNB
GARDENVIEW,2047,2047,M,JNB
FERREIRASDORP,2048,2048,M,JNB
CITY DEEP,2049,2049,M,JNB
WITS,2050,2050,M,JNB
GRANT PARK,2051,2051,M,JNB
GALLO MANOR,2052,2052,M,JNB
GALLO MANOR EXT 2,2052,2052,M,JNB
GALLO MANOR EXT 4,2052,2052,M,JNB
GALLO MANOR UIT 2,2052,2052,M,JNB
GALLO MANOR UIT 4,2052,2052,M,JNB
KIBLER PARK,2053,2053,M,JNB
RISPARK,2053,2053,M,JNB
RISPARK AH,2053,2053,M,JNB
KELVIN,2054,2054,M,JNB
KELVINVIEW,2054,2054,M,JNB
CHARTWELL,2055,2055,M,JNB
DAINFERN,2055,2055,M,JNB
DAINFERN EXT 19,2055,2055,M,JNB
DAINFERN UIT 19,2055,2055,M,JNB
DAINFERN VALLEY,2055,2055,M,JNB
DOUGLASDALE EXT 13,2055,2055,M,JNB
DOUGLASDALE EXT 16,2055,2055,M,JNB
DOUGLASDALE EXT 24,2055,2055,M,JNB
DOUGLASDALE UIT 13,2055,2055,M,JNB
DOUGLASDALE UIT 16,2055,2055,M,JNB
DOUGLASDALE UIT 24,2055,2055,M,JNB
FOUR WAYS,2055,2055,M,JNB
FOUR WAYS EAST,2055,2055,M,JNB
FOUR WAYS EXT 10,2055,2055,M,JNB
FOUR WAYS EXT 12,2055,2055,M,JNB
FOUR WAYS EXT 15,2055,2055,M,JNB
FOUR WAYS EXT 8,2055,2055,M,JNB
FOUR WAYS UIT 10,2055,2055,M,JNB
FOUR WAYS UIT 12,2055,2055,M,JNB
FOUR WAYS UIT 15,2055,2055,M,JNB
FOUR WAYS UIT 8,2055,2055,M,JNB
FOUR WAYS-OOS,2055,2055,M,JNB
FOURWAY GARDENS,2055,2055,M,JNB
FOURWAY GARDENS EXT 8,2055,2055,M,JNB
FOURWAY GARDENS UIT 8,2055,2055,M,JNB
FOURWAY TUINE,2055,2055,M,JNB
FOURWAYS,2055,2055,M,JNB
FOURWAYS EAST,2055,2055,M,JNB
FOURWAYS EXT 10,2055,2055,M,JNB
FOURWAYS EXT 12,2055,2055,M,JNB
FOURWAYS EXT 15,2055,2055,M,JNB
FOURWAYS EXT 8,2055,2055,M,JNB
FOURWAYS UIT 10,2055,2055,M,JNB
FOURWAYS UIT 12,2055,2055,M,JNB
FOURWAYS UIT 15,2055,2055,M,JNB
FOURWAYS UIT 8,2055,2055,M,JNB
FOURWAYS-OOS,2055,2055,M,JNB
NORSCOT,2055,2055,M,JNB
KILDRUMMY,2056,2056,M,JNB
PAULSHOF,2056,2056,M,JNB
PAULSHOF EXT 24,2056,2056,M,JNB
PAULSHOF EXT 3,2056,2056,M,JNB
PAULSHOF EXT 31,2056,2056,M,JNB
PAULSHOF EXT 32,2056,2056,M,JNB
PAULSHOF EXT 38,2056,2056,M,JNB
PAULSHOF EXT 81,2056,2056,M,JNB
PAULSHOF UIT 24,2056,2056,M,JNB
PAULSHOF UIT 3,2056,2056,M,JNB
PAULSHOF UIT 31,2056,2056,M,JNB
PAULSHOF UIT 32,2056,2056,M,JNB
PAULSHOF UIT 38,2056,2056,M,JNB
PAULSHOF UIT 81,2056,2056,M,JNB
LITTLEFILLAN,2057,2057,M,JNB
MOODIEHILL,2057,2057,M,JNB
MORNINGSIDE,2057,2057,M,JNB
MORNINGSIDE EXT 2,2057,2057,M,JNB
MORNINGSIDE EXT 3,2057,2057,M,JNB
MORNINGSIDE EXT 8,2057,2057,M,JNB
MORNINGSIDE HILLS,2057,2057,M,JNB
MORNINGSIDE MANOR,2057,2057,M,JNB
MORNINGSIDE UIT 2,2057,2057,M,JNB
MORNINGSIDE UIT 3,2057,2057,M,JNB
MORNINGSIDE UIT 8,2057,2057,M,JNB
GLENVISTA,2058,2058,M,JNB
GLENVISTA EXT 2,2058,2058,M,JNB
GLENVISTA EXT 4,2058,2058,M,JNB
GLENVISTA EXT 5,2058,2058,M,JNB
GLENVISTA EXT 6,2058,2058,M,JNB
GLENVISTA UIT 2,2058,2058,M,JNB
GLENVISTA UIT 4,2058,2058,M,JNB
GLENVISTA UIT 5,2058,2058,M,JNB
GLENVISTA UIT 6,2058,2058,M,JNB
